Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Accessories - Winter - Gloves & Mittens,Burton,Burton - Park Glove - Barren Camo - M,Burton,193177009591,44.95,0,PAR20364052M,Barren Camo,M,103051,Park Glove,Accessories ,"['burton', 'park', 'glove', 'barren', 'camo']",16,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Hornet Mitt T3 - Snow/DayBlack - S,Dakine,194626498744,20.0,1,DAK33599526S,SNOW DAYBLACK,TDS,10002531,DAKINE HORNET MITT T3,Accessories ,"['dakine', 'hornet', 'mitt', 't3', 'snow/dayblack']",16,
Snowboard Hardgoods - Boots - Men,Thirty Two,Thirty Two - Lashed Bradshaw Snowboard Boots - Brown - M's 9.5,Thirty Two,194691350824,299.95,0,LAS231407055,BROWN,9.5,8105000478,LASHED BRADSHAW '22,Snowboard Hardgoods ,"['thirty', 'two', 'lashed', 'bradshaw', 'snowboard', 'boots', 'brown', ""'s"", '9.5']",103,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Jet Set Jacket - True Black/Lumens - W's M,Burton,193177319454,219.95,0,WOM34571367M,True Black / Lumens,M,100811,Women's Jet Set Jacket,Clothing ,"['burton', 'jet', 'set', 'jacket', 'true', 'black/lumens', 'w', ""'s""]",59,
Accessories - Winter - Bags,Dakine,Boot Pack 50L - Cascade Camo,Dakine,194626410593,70.0,0,BOO22185481O,Cascade Camo,OS,10001455,BOOT PACK 50L,Accessories ,"['boot', 'pack', '50l', 'cascade', 'camo']",12,
Clothing - Winter - Baselayer - Womens,Terramar,W Pant Black M,Terramar,721357049367,30.0,0,WPA11193621M,Black,M,W8284,W PANT,Clothing ,"['w', 'pant', 'black']",51,Clothing - Winter - Outerwear - Mens
Snowboard Hardgoods - Boots - Women,Salomon,Salomon - Scarlet BOA Snowboard Boots - Nightshade/White - W's 9.5,Salomon,193128667061,179.95,0,SCA252624915,Nightshade,9.5,L41426000,SCARLET BOA,Snowboard Hardgoods ,"['salomon', 'scarlet', 'boa', 'snowboard', 'boots', 'nightshade/white', 'w', ""'s"", '9.5']",104,
Clothing - Shoes - Mountain - Mens,FIVE TEN,FIVE TEN - KESTREL PRO BOA CLIPLESS SHOE - BLACK/ RED/GRAY - M's10,FIVE TEN,191529201785,200.0,1,510333639950,Black/Red/Grey,10,BC0635,5.10 KESTREL PRO BOA,Clothing ,"['five', 'ten', 'kestrel', 'pro', 'boa', 'clipless', 'shoe', 'black/', 'red/gray', ""m's10""]",39,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Goretex Gloria Pant - True Black - W's S,Burton,190450655896,249.95,0,WOM33100737S,True Black,S,205561,Women's GORE‑TEX Gloria Pant,Clothing ,"['burton', 'goretex', 'gloria', 'pant', 'true', 'black', 'w', ""'s""]",59,
Snowboard Hardgoods - Bindings - Women,Salomon,Salomon - Nova Snowboard Bindings - Urban Chic - W's S,Salomon,193128660932,229.95,0,NOV1460055S,Urban Chic,S,L41510500,NOVA,Snowboard Hardgoods ,"['salomon', 'nova', 'snowboard', 'bindings', 'urban', 'chic', 'w', ""'s""]",96,
Accessories - Winter - Socks,Stance,Stance - Grogu By Jaz Sock - Splattergrey - S,Stance,190107558327,19.99,0,GRO24691937S,SPLATTERGREY,S,A555D23GRO,GROGU BY JAZ,Accessories ,"['stance', 'grogu', 'jaz', 'sock', 'splattergrey']",20,
Clothing - Winter - Street Wear - Womens,Armada,Armada - Babka Fleece - Burgundy - W's L,Armada,842339178636,119.95,0,BAB20592475L,Burgundy,L,R00496,Babka Fleece,Clothing ,"['armada', 'babka', 'fleece', 'burgundy', 'w', ""'s"", 'l']",67,Clothing - Winter - Outerwear - Womens
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Leather Titan Gore-Tex Short Glove - Black - S,Dakine,610934364330,80.0,0,LEA35206358S,Black,S,10003157,LEATHER TITAN GORE-TEX  SHORT GLOVE,Accessories ,"['dakine', 'leather', 'titan', 'gore-tex', 'short', 'glove', 'black']",16,
Ski Hardgoods - Boots - Men,Nordica,Speedmachine 100 Black - Anthracite - Red 29.5,Nordica,888341764658,500.0,0,SPE36874265,Black - Anthracite - Red,29.5,050H38037T1,SPEEDMACHINE 100,Ski Hardgoods ,"['speedmachine', '100', 'black', 'anthracite', 'red', '29.5']",85,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Youth Side Hit Snowjacket - Break Off Laurel Wreath - M/12,Quiksilver,197095016297,179.95,2,YOU508675742,BREAK OFF LAUREL WRE,M/12,EQBTJ03186-GNB1,SIDE HIT YOUTH SNJT GNB1,Clothing ,"['quiksilver', 'youth', 'side', 'hit', 'snowjacket', 'break', 'laurel', 'wreath', 'm/12']",54,
Clothing - Winter - Outerwear - Mens,Armada,Armada - Sumpter Bib - Indigo - M's S,Armada,842339175758,199.95,0,SUM17741488S,Indigo,S,R00444,Sumpter Bib,Clothing ,"['armada', 'sumpter', 'bib', 'indigo', ""'s""]",55,
Accessories - Winter - Gloves & Mittens,Dakine,Storm Liner Glove Shadow L,Dakine,610934160055,22.0,0,STO22527331L,Shadow,L,10000697,STORM LINER GLOVE,Accessories ,"['storm', 'liner', 'glove', 'shadow', 'l']",16,
Ski Hardgoods - Skis - Men,Salomon,N Stance 90 Dark Green Black White 176,Salomon,193128295493,800.0,0,NST312130866,Dark Green,176,L41137200176,N STANCE 90,Ski Hardgoods ,"['n', 'stance', '90', 'dark', 'green', 'black', 'white', '176']",90,
Snowboard Hardgoods - Boots - Men,Vans,Vans - Aura OG Snowboard Boots - Black/White - M's 10.5,Vans,192361760522,229.99,0,MAU204377035,Black/White,10.5,VN0A54FZ0BN,M AURA OG,Snowboard Hardgoods ,"['vans', 'aura', 'og', 'snowboard', 'boots', 'black/white', ""'s"", '10.5']",103,
Snowboard Hardgoods - Bindings - Women,Union,Union - Rosa Snowbard Binding -  Mint W's  S,Union,810033086601,169.95,0,ROS8932197S,Min,S,3211208,Rosa,Snowboard Hardgoods ,"['union', 'rosa', 'snowbard', 'binding', 'mint', 'w', ""'s""]",96,
Snowboard Hardgoods - Boots - Men,Burton,Burton - Swath BOA Snowboard Boots - Black - 8.5,Burton,193177035019,379.99,0,MEN238717095,Black,8.5,203181,Men's Swath Boa® Boot,Snowboard Hardgoods ,"['burton', 'swath', 'boa', 'snowboard', 'boots', 'black', '8.5']",103,
Accessories - Winter - Helmets,Smith Optics,Smith - Method MIPS - Matte Forest - Medium (55-59cm),Smith Optics,716736825571,140.0,0,MET27266715M,Matte Forest,Medium,E00542,Method MIPS,Accessories ,"['smith', 'method', 'mips', 'matte', 'forest', 'medium', '55-59cm']",19,
Ski Hardgoods - Bindings - Alpine,Armada,Armada - N L10 Bindings - Black - B90,Armada,842339137343,139.94,0,NL123252520,Black,B90,RD0000016$,N L10 Armada Black,Ski Hardgoods ,"['armada', 'n', 'l10', 'bindings', 'black', 'b90']",82,
Accessories - Winter - Baselayers - Kids,Terramar,Terramar - K CREW FROSTED MOUNTAIN S,Terramar,721357485004,35.0,2,TER29343734S,FROSTED MOUNTAIN,S,W7537,K CREW,Accessories ,"['terramar', 'k', 'crew', 'frosted', 'mountain']",14,
Accessories - Winter - Gloves & Mittens,Armada,Armada - Throttle Gloves - Graphite - M ,Armada,842339159468,44.95,1,THR27425374M,Graphite,Medium,R00412030,Throttle Glove,Accessories ,"['armada', 'throttle', 'gloves', 'graphite']",16,
Accessories - Winter - Socks,Stance,Stance - Just Chilling Sock - Plum - S,Stance,190107561075,14.99,0,JUS18600286S,PLUM,S,W534D23JUS,JUST CHILLING,Accessories ,"['stance', 'chilling', 'sock', 'plum']",20,
Clothing - Winter - Outerwear - Womens,Armada,Armada - Whit Pant - Black - W's L,Armada,842339161997,199.95,0,WHI18776192E,Black,Large,R00382030,Whit Pant,Clothing ,"['armada', 'whit', 'pant', 'black', 'w', ""'s"", 'l']",59,
Clothing - Winter - Street Wear - Mens,Obermeyer,OBERMEYER - Flex 1/4 Zip - Admiral - 2XL,Obermeyer,888555517378,89.0,0,FLE19537941L,Admiral,2XL,29013,Flex 1/4 Zip,Clothing ,"['obermeyer', 'flex', '1/4', 'zip', 'admiral', '2xl']",65,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Omak Beanie - Charcoal - OSFM ,Coal,840056919846,30.0,0,OMA11870328M,Charcoal,OSFM,2202702,Omak,Accessories ,"['coal', 'omak', 'beanie', 'charcoal', 'osfm']",18,
Accessories - Summer - Clothing - Gloves ,DAKINE,YOUTH CROSS-X GLOVE DEEP BLUE YM,DAKINE,194626486611,37.0,0,YOU26730312M,DEEP BLUE,YM,10003524,YOUTH CROSS-X GLOVE,Accessories ,"['youth', 'cross-x', 'glove', 'deep', 'blue', 'ym']",2,
Snowboard Hardgoods - Accessories/Parts,Dakine,Dakine - Revamp Stomp Pad - Black/Dark Olive - OSFA,Dakine,610934385649,12.0,4,REV27349663S,Black / Dark Olive,OSFA,10002706,REVAMP STOMP,Snowboard Hardgoods ,"['dakine', 'revamp', 'stomp', 'pad', 'black/dark', 'olive', 'osfa']",92,
Ski Hardgoods - Boots - Women,Head-Tyrolia,Head- Edge Lyt 80 W Ski Boots - White/Copper - 26.5,Head-Tyrolia,792460816313,500.0,0,EDG233255855,White/Copper,265,609255,EDGE LYT 80 W  WHITE / COPPE,Ski Hardgoods ,"['head-', 'edge', 'lyt', '80', 'w', 'ski', 'boots', 'white/copper', '26.5']",86,Ski Hardgoods - Boots - Men
Clothing - Winter - Baselayer - Kids,Terramar,Terramar - Thermolator 2.0 Kids Crew - Dark Grey Melange - S,Terramar,721357414653,30.0,2,KCR19586336S,Dk Grey Melange,S,W7537,K CREW,Clothing ,"['terramar', 'thermolator', '2.0', 'kids', 'crew', 'dark', 'grey', 'melange']",49,
Accessories - Winter - Helmets,Smith Optics,Smith - Method MIPS - Matte Forest - Small (51-55cm),Smith Optics,716736825564,140.0,2,MET26805508L,Matte Forest,Small,E00542,Method MIPS,Accessories ,"['smith', 'method', 'mips', 'matte', 'forest', 'small', '51-55cm']",19,
Ski Hardgoods - Skis - Men,Blizzard,Blizzard - Rustler 10 - 180cm,Blizzard,888341998237,799.95,1,RUS173378790,BLACK,180,8A335100001,RUSTLER 10,Ski Hardgoods ,"['blizzard', 'rustler', '10', '180cm']",90,
Snowboard Hardgoods - Bindings - Men,Burton,Burton - Cartel Snowboard Bindings - Black - M's L,Burton,190450689327,289.95,0,CAR1296352L,Black,L,105391,Cartel,Snowboard Hardgoods ,"['burton', 'cartel', 'snowboard', 'bindings', 'black', ""'s"", 'l']",95,
Clothing - Winter - Baselayer - Kids,Airblaster,Airblaster - Youth Ninja Suit - Smile - XS,Airblaster,847678211952,100.0,0,YOU19969966S,YEL,XS,AB24KNJ1_002,YOUTH NINJA SUIT,Clothing ,"['airblaster', 'youth', 'ninja', 'suit', 'smile', 'xs']",49,
"Accessories - Winter - Hats, Hoods, Collars",Burton,Burton - Burke Hood True Black - Helmet Size,Burton,190450575750,26.95,0,BUR28598970E,True Black,Helmet Size,151971,Burke Hood,Accessories ,"['burton', 'burke', 'hood', 'true', 'black', 'helmet', 'size']",18,
Accessories - Winter - Bags,Dakine,Fall Line Ski Roller Bag - Solstice Floral - 175Cm,Dakine,194626408637,145.0,0,FAL39642512M,Solstice Floral,175CM,10001459,FALL LINE SKI ROLLER BAG,Accessories ,"['fall', 'line', 'ski', 'roller', 'bag', 'solstice', 'floral', '175cm']",12,
Ski Hardgoods - Poles,Armada,Armada - Triad Poles - White - 110cm ,Armada,842339168668,39.95,0,TRI188270080,White,110,RJ0000076,TRIAD White,Ski Hardgoods ,"['armada', 'triad', 'poles', 'white', '110cm']",87,
Clothing - Winter - Outerwear - Mens - Jackets,Quiksilver,Quiksilver - Steeze Snowjacket - True Black - M,Quiksilver,197095018772,209.95,1,MEN35970568M,True Black,M,EQYTJ03421-KVJ0,STEEZE JK SNJT KVJ0,Clothing ,"['quiksilver', 'steeze', 'snowjacket', 'true', 'black']",57,Clothing - Winter - Outerwear - Kids
Clothing - Winter - Baselayer,Airblaster,Airblaster - Classic Ninja Suit - Grey - M,Airblaster,847678210177,150.0,0,CLA20567395M,GRY,M,AB24MNJ1_004,CLASSIC NINJA SUIT,Clothing ,"['airblaster', 'classic', 'ninja', 'suit', 'grey']",48,Accessories - Winter - Gloves & Mittens
Accessories - Summer - Hats & Ball Caps,DAKINE,Dakine - Motive Ballcap - Black - OS,DAKINE,194626485140,38.0,0,MOT20798875S,BLACK,OS,10003946,MOTIVE BALLCAP,Accessories ,"['dakine', 'motive', 'ballcap', 'black', 'os']",4,
Clothing - Winter - Baselayer - Womens,Terramar,W  Crew Black M,Terramar,721357041460,30.0,1,WCR11792735M,Black,M,W8282,W  CREW,Clothing ,"['w', 'crew', 'black']",51,
Accessories - Winter - Socks,Stance,Stance - Makaveli Snow Socks - Black - M,Stance,190107521932,29.99,0,MAK19837101M,BLACK,M,A758D22MAK,MAKAVELI SNOW,Accessories ,"['stance', 'makaveli', 'snow', 'socks', 'black']",20,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Covert Jacket - True Black/PJ Print - M's L,Burton,193177319041,219.95,1,MEN33644197L,True Black / Pj Print,L,130651,Men's Covert Jacket,Clothing ,"['burton', 'covert', 'jacket', 'true', 'black/pj', 'print', ""'s"", 'l']",55,
Clothing - Winter - Baselayer - Kids,Burton,Burton - Kids' Fleece Base Layer Set - Flower Power - L,Burton,193177003650,54.95,0,KID34796876L,Flower Power,L,132131,Kids' Fleece Base Layer Set,Clothing ,"['burton', 'kids', 'fleece', 'base', 'layer', 'set', 'flower', 'power', 'l']",49,
Snowboard Hardgoods - Boots - Men,Thirty Two,Thirty Two - Lashed Bradshaw Snowboard Boots - Brown - M's 11,Thirty Two,194691350701,299.95,0,LAS235559461,BROWN,11,8105000478,LASHED BRADSHAW '22,Snowboard Hardgoods ,"['thirty', 'two', 'lashed', 'bradshaw', 'snowboard', 'boots', 'brown', ""'s"", '11']",103,Snowboard Hardgoods - Boots - Men
"Accessories - Winter - Hats, Hoods, Collars",Armada,Armada - Scooby Multi Tube - Camo - OSFA,Armada,842339164479,23.95,0,SCO23981901A,Camo,OSFA,R00417010,Scooby Multi Tube,Accessories ,"['armada', 'scooby', 'multi', 'tube', 'camo', 'osfa']",18,
Snowboard Hardgoods - Boards - Men,Yes.,Yes - Basic Snowboard - Legend Black - M's 159W,Yes.,7640414096331,399.95,0,BAS20455759W,Legend Black,159W,Y.21.SNM,BASIC,Snowboard Hardgoods ,"['yes', 'basic', 'snowboard', 'legend', 'black', ""'s"", '159w']",99,
Clothing - Winter - Outerwear,Obermeyer,Volt Pant Red 6,Obermeyer,888555803792,99.5,0,VOL123089696,Red,6,65031,Volt Pant,Clothing ,"['volt', 'pant', 'red', '6']",53,
Accessories - Winter - Gloves & Mittens,Burton,Women's Profile Mitten True Black S,Burton,193177580656,44.95,3,WOM29371482S,True Black,S,103921,Women's Profile Mitten,Accessories ,"['women', ""'s"", 'profile', 'mitten', 'true', 'black']",16,
Clothing - Winter - Outerwear - Womens,Armada,Cassie Overall Pant Camo X-Small,Armada,842339157372,209.95,0,CAS27555487L,Camo,X-Small,R00384010,Cassie Overall Pant,Clothing ,"['cassie', 'overall', 'pant', 'camo', 'x-small']",59,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Bags,Dakine,Dakine - Boot Locker 69L - B4bc Floral - Os,Dakine,610934385069,65.0,0,BOO2535767S,B4bc Floral,OS,8300480,BOOT LOCKER 69L,Accessories ,"['dakine', 'boot', 'locker', '69l', 'b4bc', 'floral', 'os']",12,
Clothing - Shoes,FIVE TEN,FIVE TEN - FREERIDER PRO SHOE - BLACK/CLOUD WHITE - M'S 12,FIVE TEN,194814248687,150.0,0,FRE324895272,"Cblack,Ftwwht,Ftwwht",12,FW2822,FREERIDER PRO,Clothing ,"['five', 'ten', 'freerider', 'pro', 'shoe', 'black/cloud', 'white', ""'s"", '12']",37,
Clothing - Winter - Baselayer - Womens,Airblaster,Airblaster - Hoodless Ninja Suit - Lav Camp - W's S,Airblaster,847678211587,140.0,0,WOM27212139S,LCP,S,AB24WNJ3_004,WOMEN'S HOODLESS NINJA SUIT,Clothing ,"['airblaster', 'hoodless', 'ninja', 'suit', 'lav', 'camp', 'w', ""'s""]",51,
Accessories - Winter - Bags,Dakine,Dakine - Padded Ski Sleeve - Sparrow - 175Cm,Dakine,194626414706,90.0,0,PAD27628344M,Sparrow,175CM,10001464,PADDED SKI SLEEVE,Accessories ,"['dakine', 'padded', 'ski', 'sleeve', 'sparrow', '175cm']",12,Accessories - Winter - Gloves & Mittens
Clothing - Shoes - Mountain - Womens,FIVE TEN,Five Ten - Hellcat Clipless Shoe -Black/Crystal White/Hazy White - W's 7,FIVE TEN,194813383471,150.0,1,HEL277522277,"Cblack,Crywht,Hazeme",7,FW4206,HELLCAT W,Clothing ,"['five', 'ten', 'hellcat', 'clipless', 'shoe', '-black/crystal', 'white/hazy', 'white', 'w', ""'s"", '7']",40,Clothing - Winter - Outerwear
Clothing - Shoes - Street and Casual,Salomon,Salomon - X Ultra 4 Mid GTX Shoe - Quartz/Black - W's 8,Salomon,193128938406,165.0,0,XUL164826038,Quartz/Black,8,L41624900,X ULTRA 4 MID GTX,Clothing ,"['salomon', 'x', 'ultra', '4', 'mid', 'gtx', 'shoe', 'quartz/black', 'w', ""'s"", '8']",41,
Ski Hardgoods - Bindings - Alpine,Salomon,Salomon - N L7 GW Binding - Black/White - B90,Salomon,193128290856,119.95,0,NL7184139320,Black,B90,L4113110015,N L7 GW,Ski Hardgoods ,"['salomon', 'n', 'l7', 'gw', 'binding', 'black/white', 'b90']",82,
X-Country Hardgoods - Boots,Fischer,Fischer - RC5 Skate XC Boot - Black/Yellow - 41,Fischer,9002972598555,259.0,1,RC5217665761,Black/Yellow,41,S15421,RC5 SKATE,Cross Country,"['fischer', 'rc5', 'skate', 'xc', 'boot', 'black/yellow', '41']",106,
Ski Hardgoods - Boots - Men,Fischer,Fischer - RC4 The Curv 110 Vacuum Walk Ski Boots - Grey - M's 28.5,Fischer,9002972514234,599.99,0,RC4424064135,Dark Grey,28.5,U06820,RC4 THE CURV 110 VACUUM WALK DARKGREY/DARKGREY,Ski Hardgoods ,"['fischer', 'rc4', 'curv', '110', 'vacuum', 'walk', 'ski', 'boots', 'grey', ""'s"", '28.5']",85,
Accessories - Winter - Baselayers - Kids,Terramar,Terramar - K CREW FROSTED MOUNTAIN M,Terramar,721357484991,35.0,3,TER29818571M,FROSTED MOUNTAIN,M,W7537,K CREW,Accessories ,"['terramar', 'k', 'crew', 'frosted', 'mountain']",14,
Accessories - Winter - Apres & Casual Footwear,Vans,U Snow Lodge Slipper Mte  Blackwhite 8,Vans,192361761819,79.95,0,USN312804938,Black/White,8,VN0A54FPY28,U SNOW LODGE SLIPPER MTE,Accessories ,"['u', 'snow', 'lodge', 'slipper', 'mte', 'blackwhite', '8']",11,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Vida Pant - Martini Olive - W's M,Burton,193177320009,179.95,0,WOM27970083M,Martini Olive,M,150061,Women's Vida Pant,Clothing ,"['burton', 'vida', 'pant', 'martini', 'olive', 'w', ""'s""]",59,
Clothing - Winter - Street Wear - Mens,Airblaster,Airblaster - Sherpa Hlaf Zip - Plum Big Terry - XS,Airblaster,847678213437,120.0,0,SHE18339980S,PBT,XS,AB24MLFJ_205,SHERPA HALF ZIP,Clothing ,"['airblaster', 'sherpa', 'hlaf', 'zip', 'plum', 'big', 'terry', 'xs']",65,
Clothing - Winter - Outerwear,Obermeyer,Tuscany II Jacket White 14,Obermeyer,888555775693,279.0,1,TUS228942134,White,14,11225,Tuscany II Jacket,Clothing ,"['tuscany', 'ii', 'jacket', 'white', '14']",53,Clothing - Winter - Outerwear
"Accessories - Winter - Hats, Hoods, Collars",Airblaster,Airblaster - Go Meduim Beanie - Hunter - OSFA,Airblaster,847678217701,30.0,0,GOM19893810S,HUN,OS,AB24BEA_08,GO MEDIUM BEANIE,Accessories ,"['airblaster', 'go', 'meduim', 'beanie', 'hunter', 'osfa']",18,
Clothing - Winter - Outerwear - Mens,Salomon,Salomon - Highland Jacket - Black Ebony - M's XL,Salomon,193128355197,400.0,0,HIG27720774L,Black,XL,LC1398600,HIGHLAND JACKET M,Clothing ,"['salomon', 'highland', 'jacket', 'black', 'ebony', ""'s"", 'xl']",55,
Clothing - Shoes - Mountain - Womens,FIVE TEN,Freerider Primeblue W Aciminhazemecblack 9-,FIVE TEN,194812652394,100.0,0,FRE384801339,"Acimin,Hazeme,Cblack",9-,FZ3291,FREERIDER PRIMEBLUE W,Clothing ,"['freerider', 'primeblue', 'w', 'aciminhazemecblack', '9-']",40,Accessories - Winter - Bags
Accessories - Winter - Baselayers,Terramar,M 12 Zip Charcoal Heather Xl,Terramar,721357413830,75.0,2,M1223412699L,Charcoal Heather,XL,TW9551,M 1/2 ZIP,Accessories ,"['12', 'zip', 'charcoal', 'heather', 'xl']",13,Clothing - Winter - Street Wear - Mens
X-Country Hardgoods - Boots,Fischer,Fischer - XJ Sprint XC Boot -Black/Yellow - 36,Fischer,9002972398070,89.0,1,XJS109578496,Black/Yellow,36,S40819,XJ SPRINT,Cross Country,"['fischer', 'xj', 'sprint', 'xc', 'boot', '-black/yellow', '36']",106,
Logo Merchandise - Clothing - Performance/Tech Tee,Gear for Sports,Gear - Sunlight Logo S19 Tech Tee - True Gray Heather - XXL,Gear for Sports,190863041224,36.99,0,GEA44767916L,Carbon Heather,XXL,UM0639187H11,S19 Mens Tech LS Tee 2.0,Logo Merchandise ,"['gear', 'sunlight', 'logo', 's19', 'tech', 'tee', 'true', 'gray', 'heather', 'xxl']",75,
Clothing - Shoes - Street and Casual,Salomon,Salomon - Sense Ride 4 Shoe - Wine Tasting - W's 6.5,Salomon,193128528461,120.0,1,SEN193243895,Winetasting,6.5,L41305300,SENSE RIDE 4 W,Clothing ,"['salomon', 'sense', 'ride', '4', 'shoe', 'wine', 'tasting', 'w', ""'s"", '6.5']",41,
Ski Hardgoods - Poles,Salomon,Kaloo Junior Blue   95,Salomon,889645653228,25.0,0,KAL178854885,Blue,95,L40559800,KALOO JUNIOR,Ski Hardgoods ,"['kaloo', 'junior', 'blue', '95']",87,
X-Country Hardgoods - Boots,Fischer,Fischer - RC5 Skate XC Boot - Black/Yellow - 44,Fischer,9002972598586,259.0,0,RC5215026244,Black/Yellow,44,S15421,RC5 SKATE,Cross Country,"['fischer', 'rc5', 'skate', 'xc', 'boot', 'black/yellow', '44']",106,
Clothing - Winter - Outerwear - Kids,Obermeyer,OBERMEYER - Volt Pant - Red - 7,Obermeyer,888555478785,89.5,0,VOL128734827,Red,7,65027,Volt Pant,Clothing ,"['obermeyer', 'volt', 'pant', 'red', '7']",54,Clothing - Winter - Outerwear
Accessories - Winter - Socks,Stance,Stance - Cheatz Snow Socks - Natural - Kids' L,Stance,190107504577,14.99,0,CHE19689093L,NATURAL,L,K758C22CHE,CHEATZ KIDS,Accessories ,"['stance', 'cheatz', 'snow', 'socks', 'natural', 'kids', 'l']",20,
Accessories - Winter - Baselayers,Terramar,Terramar - M PANT DK GREY MELANGE XL,Terramar,721357453379,45.0,1,TER28329607L,DK GREY MELANGE,XL,W7541,M PANT,Accessories ,"['terramar', 'pant', 'dk', 'grey', 'melange', 'xl']",13,
Clothing - Winter - Outerwear,Obermeyer,Jette Jacket White 14,Obermeyer,888555767346,299.0,1,JET189606994,White,14,11210,Jette Jacket,Clothing ,"['jette', 'jacket', 'white', '14']",53,
Accessories - Summer - Hydration Packs/Bladders/filters,Dakine,Dakine - Hot Laps Waist Bag - Black - 1L - OS,Dakine,194626391168,45.0,0,HOT16426017S,Black,OS,10003405,HOT LAPS 1L,Accessories ,"['dakine', 'hot', 'laps', 'waist', 'bag', 'black', '1l', 'os']",6,
Ski Hardgoods - Boots,Salomon,Salomon - Spro 90 W Gw - Black Rose - 26/26.5,Salomon,193128643492,499.99,0,SPR213294955,Black,26/26.5,L41486200,S/PRO 90 W GW,Ski Hardgoods ,"['salomon', 'spro', '90', 'w', 'gw', 'black', 'rose', '26/26.5']",83,
Clothing - Pants,Oakley,Oakley - Factory Pilot RC SHORT - Blackout - 36,Oakley,193517716523,110.0,0,FAC295242866,Blackout,36,FOA404420,Factory Pilot RC SHORT,Clothing ,"['oakley', 'factory', 'pilot', 'rc', 'short', 'blackout', '36']",33,
Clothing - Winter - Baselayer - Womens,Terramar,Terramar - Cloud Nine 2.0 Scoop Baselayer - Out of Bounds - W's XL,Terramar,721357415971,45.0,0,WPR31371864L,Out Of Bounds Print,XL,W9176,W PRINTED SCOOP,Clothing ,"['terramar', 'cloud', 'nine', '2.0', 'scoop', 'baselayer', 'bounds', 'w', ""'s"", 'xl']",51,
"Accessories - Winter - Hats, Hoods, Collars",Burton,Burton - Chloe Kids Beanie - Stout White,Burton,190450264432,26.95,0,KID28714524Z,Stout White,1SZ,105291,Kids' Chloe Beanie,Accessories ,"['burton', 'chloe', 'kids', 'beanie', 'stout', 'white']",18,
Snowboard Hardgoods - Bindings - Men,Union,Union - STR Snowboard Bindings - Stone - M's  L,Union,810033085932,209.95,0,STR7385783L,Stone,L,3211105,STR,Snowboard Hardgoods ,"['union', 'str', 'snowboard', 'bindings', 'stone', ""'s"", 'l']",95,
Accessories - Winter - Gloves & Mittens,Burton,Women's Gore-Tex Mitten Bog Heather M,Burton,190450571301,69.95,0,WOM30253299M,Bog Heather,M,103911,Women's GORE-TEX Mitten,Accessories ,"['women', ""'s"", 'gore-tex', 'mitten', 'bog', 'heather']",16,
Accessories - Summer - Hydration Packs/Bladders/filters,Dakine,Dakine - Hot Laps Waist Bag - Midnight Blue - 1L - OS,Dakine,194626391199,45.0,0,HOT23513177S,Midnight Blue,OS,10003405,HOT LAPS 1L,Accessories ,"['dakine', 'hot', 'laps', 'waist', 'bag', 'midnight', 'blue', '1l', 'os']",6,
Clothing - Shirts - Mens,Gear For Sports,SNOWB Ride/Repeat-Porch Blu-XL,Gear For Sports,197837463341,24.99,8,SNO25367072L,Porch Blue,XL,GDH100,AP003814773: SNOWBOARDER RIDE/REPEAT,Clothing ,"['snowb', 'ride/repeat-porch', 'blu-xl']",36,
Accessories - Winter - Socks,Fox River,Fox River Mills - Old Glory MW OTC Sock - Flag - M's Large,Fox River,087839282906,21.0,4,OLD18507777G,Flag Asst.,Large,5820,OLD GLORY,Accessories ,"['fox', 'river', 'mills', 'old', 'glory', 'mw', 'otc', 'sock', 'flag', ""'s"", 'large']",20,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Scout Glove - Carbon HTR - XL,Dakine,610934365870,50.0,2,SCO18484848L,Carbon,XL,10003170,SCOUT GLOVE,Accessories ,"['dakine', 'scout', 'glove', 'carbon', 'htr', 'xl']",16,
Accessories - Winter - Bags,Dakine,Heli Pro 20L Caramel Os,Dakine,610934384734,100.0,0,HEL19759496S,Caramel,OS,10003262,HELI PRO 20L,Accessories ,"['heli', 'pro', '20l', 'caramel', 'os']",12,
Clothing - Shoes - Mountain - Womens,FIVE TEN,Five Ten - Hellcat Pro Clipless Shoe - Black Crystal/White - W's 6.5,FIVE TEN,194813245502,180.0,0,HEL302558206,Black/White/Grey,6.5,FW4204,HELLCAT PRO W,Clothing ,"['five', 'ten', 'hellcat', 'pro', 'clipless', 'shoe', 'black', 'crystal/white', 'w', ""'s"", '6.5']",40,
